text,text_tfidf,text_bert,time,prob_fear,prob_neutral,prob_greed,pred_label
"초격차 강조하던 삼전이,
그 반도체 제조 기술력에서 후발주자들에게 크게 밀리면서 작금의 상황까지 오게 됨.
임원들이 자기돈으로 주식 매수하는 의욕을 보인다지만 희망회로 돌리는 거지 그런다고 없던 기술력이 갑자기 생기나? 엔비가 사준대?
(엔비도 블랙웰 이슈로 자기 불끄기 바쁜데.)
미국의 Intel꼴 나지 않으리란 법 없음.

삼전 추매한 걸 뼈저리게 후회하고 있는 중..
투자 실패.

따라서 님들도 저점매수가 답이 아니고, 물타기도 적당히 하시길.
10월에 오만전자 갈 지도 모름.",초격차 강조하던 삼전이 그 반도체 제조 기술력에서 후발주자들에게 크게 밀리면서 작금의 상황까지 오게 됨 임원들이 자기돈으로 주식 매수하는 의욕을 보인다지만 희망회로 돌리는 거지 그런다고 없던 기술력이 갑자기 생기나 엔비가 사준대 엔비도 블랙웰 이슈로 자기 불끄기 바쁜데 미국의 Intel꼴 나지 않으리란 법 없음 삼전 추매한 걸 뼈저리게 후회하고 있는 중 투자 실패 따라서 님들도 저점매수가 답이 아니고 물타기도 적당히 하시길 10월에 오만전자 갈 지도 모름,"초격차 강조하던 삼전이, 그 반도체 제조 기술력에서 후발주자들에게 크게 밀리면서 작금의 상황까지 오게 됨. 임원들이 자기돈으로 주식 매수하는 의욕을 보인다지만 희망회로 돌리는 거지 그런다고 없던 기술력이 갑자기 생기나? 엔비가 사준대? 엔비도 블랙웰 이슈로 자기 불끄기 바쁜데. 미국의 Intel꼴 나지 않으리란 법 없음. 삼전 추매한 걸 뼈저리게 후회하고 있는 중.. 투자 실패. 따라서 님들도 저점매수가 답이 아니고, 물타기도 적당히 하시길. 10월에 오만전자 갈 지도 모름.",2024-09-23T23:19:42+09:00,0.2816,0.2913,0.4271,2
"오랜만에 다시 들어와서 소소하게 먹고 갑니다.
삼전주주분들 HBM 통과해서 다들 부자 되시길 바랍니다!!!",오랜만에 다시 들어와서 소소하게 먹고 갑니다 삼전주주분들 HBM 통과해서 다들 부자 되시길 바랍니다,오랜만에 다시 들어와서 소소하게 먹고 갑니다. 삼전주주분들 HBM 통과해서 다들 부자 되시길 바랍니다!!!,2024-07-05T14:28:05+09:00,0.1007,0.2638,0.6354,2
하루에 한주씩 사야징~~^^♡,하루에 한주씩 사야징,하루에 한주씩 사야징,2024-05-27T15:01:45+09:00,0.0542,0.8969,0.0489,1
회사가야하는데 불안해서 잠 못자는 주주 손,회사가야하는데 불안해서 잠 못자는 주주 손,회사가야하는데 불안해서 잠 못자는 주주 손,2024-12-04T03:09:35+09:00,0.1126,0.8577,0.0298,1
어디까지 가는걸까?,어디까지 가는걸까,어디까지 가는걸까?,2025-03-21T10:14:35+09:00,0.0887,0.7652,0.1462,1
아따 스트레이트로 가면안대나,아따 스트레이트로 가면안대나,아따 스트레이트로 가면안대나,2024-09-30T13:53:00+09:00,0.0597,0.8389,0.1014,1
55000전자,55000전자,55000전자,2024-10-25T13:56:32+09:00,0.0293,0.9517,0.019,1
"금투세 폐지 됐고 하나 해결 됐고
미대선 끝났고 두개 해결 됐고
거의 바닥권이고 
오를 일만 남았습니다 
더 떨어질 것도 읖다 
맘 대로 혀 ^^",금투세 폐지 됐고 하나 해결 됐고 미대선 끝났고 두개 해결 됐고 거의 바닥권이고 오를 일만 남았습니다 더 떨어질 것도 읖다 맘 대로 혀,금투세 폐지 됐고 하나 해결 됐고 미대선 끝났고 두개 해결 됐고 거의 바닥권이고 오를 일만 남았습니다 더 떨어질 것도 읖다 맘 대로 혀,2024-11-06T13:05:39+09:00,0.3235,0.1955,0.481,2
이제 9만전자가요,이제 9만전자가요,이제 9만전자가요,2024-03-28T14:31:31+09:00,0.0324,0.9383,0.0293,1
난 미장도 은행이자도 안나오네요.ㅠㅠ,난 미장도 은행이자도 안나오네요,난 미장도 은행이자도 안나오네요.ㅠㅠ,2024-04-14T09:29:28+09:00,0.1195,0.8396,0.0409,1
악재가 확정되서 올라가는..,악재가 확정되서 올라가는,악재가 확정되서 올라가는..,2024-12-03T10:05:16+09:00,0.2156,0.2287,0.5558,2
무슨 호재라도있노 차트가 좋으네,무슨 호재라도있노 차트가 좋으네,무슨 호재라도있노 차트가 좋으네,2025-02-19T09:19:18+09:00,0.1172,0.5639,0.3189,1
마이너스9만.... 난 미장으로갈랍니다,마이너스9만 난 미장으로갈랍니다,마이너스9만.... 난 미장으로갈랍니다,2025-01-02T15:13:02+09:00,0.1936,0.4195,0.3869,1
😀,,,2023-09-26T11:18:48+09:00,0.0365,0.9481,0.0154,1
"외인 매도세 줄어들고, 기관 매수세로 전환 굿",외인 매도세 줄어들고 기관 매수세로 전환 굿,"외인 매도세 줄어들고, 기관 매수세로 전환 굿",2024-10-29T11:32:55+09:00,0.2407,0.1332,0.6261,2
"2년 넘게 정들었는데

타종목들 단가 조정을위해

셀 삼성 합니다

다들익절하세요",2년 넘게 정들었는데 타종목들 단가 조정을위해 셀 삼성 합니다 다들익절하세요,2년 넘게 정들었는데 타종목들 단가 조정을위해 셀 삼성 합니다 다들익절하세요,2024-04-16T13:09:54+09:00,0.2618,0.4269,0.3113,1
떡상 기원 1일 차 🙏,떡상 기원 1일 차,떡상 기원 1일 차,2024-10-28T10:00:03+09:00,0.0743,0.3406,0.5851,2
엔비디아 퀄 통과하면 8만8천까지는 갈까요?,엔비디아 퀄 통과하면 8만8천까지는 갈까요,엔비디아 퀄 통과하면 8만8천까지는 갈까요?,2024-08-16T11:10:45+09:00,0.1006,0.771,0.1284,1
캬앜 퉤,캬앜 퉤,캬앜 퉤,2024-11-06T15:11:34+09:00,0.0288,0.9474,0.0238,1
시간외 가끔저럼 요 몇달하락했을때도 저런식으로 장난많이침,시간외 가끔저럼 요 몇달하락했을때도 저런식으로 장난많이침,시간외 가끔저럼 요 몇달하락했을때도 저런식으로 장난많이침,2025-03-21T16:05:05+09:00,0.421,0.3661,0.2129,0
120선 59000원 지지 여부입니다.,120선 59000원 지지 여부입니다,120선 59000원 지지 여부입니다.,2025-02-19T10:18:54+09:00,0.0734,0.8416,0.085,1
아 인버스 마렵다,아 인버스 마렵다,아 인버스 마렵다,2024-10-07T09:12:25+09:00,0.0945,0.8253,0.0802,1
3년 물려 있다가 며칠간 상승하여 기대가 컸는데 역시나 삼전은 #일장춘몽 였다 😨,3년 물려 있다가 며칠간 상승하여 기대가 컸는데 역시나 삼전은 일장춘몽 였다,3년 물려 있다가 며칠간 상승하여 기대가 컸는데 역시나 삼전은 일장춘몽 였다,2024-01-09T15:40:19+09:00,0.2898,0.2575,0.4528,2
ㅎㅎ,,ㅎㅎ,2025-02-06T14:13:33+09:00,0.0272,0.9583,0.0144,1
#,,,2025-02-14T09:54:34+09:00,0.0365,0.9481,0.0154,1
잘먹고 갑니다,잘먹고 갑니다,잘먹고 갑니다,2024-09-20T09:11:41+09:00,0.0535,0.3505,0.596,2
아닠ㅋㅋㅋㅋ 바닥인줄 알았는데 매번..떨어지네...,아닠 바닥인줄 알았는데 매번떨어지네,아닠ㅋㅋㅋㅋ 바닥인줄 알았는데 매번..떨어지네...,2023-07-20T18:32:22+09:00,0.2277,0.5283,0.244,1
테슬라 안함? 여기서 다들 머함?,테슬라 안함 여기서 다들 머함,테슬라 안함? 여기서 다들 머함?,2024-11-12T21:08:55+09:00,0.073,0.8975,0.0294,1
아무 말도 없니?,아무 말도 없니,아무 말도 없니?,2024-11-14T14:53:35+09:00,0.0473,0.933,0.0197,1
빨랑 익절하고 미국장 넘어가고싶다ㅠ,빨랑 익절하고 미국장 넘어가고싶다,빨랑 익절하고 미국장 넘어가고싶다ㅠ,2024-11-25T13:25:44+09:00,0.1566,0.5145,0.3288,1
이걸 못 뚫어!?,이걸 못 뚫어,이걸 못 뚫어!?,2024-04-16T14:41:32+09:00,0.0676,0.905,0.0274,1
7만 깨지만 다시 들어올게요 ㅎ,7만 깨지만 다시 들어올게요,7만 깨지만 다시 들어올게요 ㅎ,2023-09-13T09:33:12+09:00,0.069,0.8653,0.0657,1
크흑 ㅠㅠ,크흑,크흑 ㅠㅠ,2024-11-28T11:36:46+09:00,0.0405,0.9373,0.0222,1
오르는게 더 신기하지 지금 회사 상황보면..,오르는게 더 신기하지 지금 회사 상황보면,오르는게 더 신기하지 지금 회사 상황보면..,2025-01-10T16:53:27+09:00,0.2184,0.5051,0.2765,1
역대급 떡상 ㄷㄷ,역대급 떡상,역대급 떡상 ㄷㄷ,2025-02-06T09:21:26+09:00,0.1571,0.5488,0.2941,1
머하는데?,머하는데,머하는데?,2024-11-22T09:23:01+09:00,0.0388,0.9451,0.0161,1
내일은 더 오르겠넹~야호~,내일은 더 오르겠넹야호,내일은 더 오르겠넹야호,2025-02-05T09:31:29+09:00,0.145,0.4983,0.3567,1
드오면 나가지도 드가지도 몿함,드오면 나가지도 드가지도 몿함,드오면 나가지도 드가지도 몿함,2025-01-14T17:01:28+09:00,0.118,0.8455,0.0365,1
"당분간 한달 정도 외인들 묻지마 매도 투기 할거임

1. 외인 소진율 아직52퍼라 대량 팔아서.미장,코인 넘어감
2. 트럼프가 현재까지 한국 반도체 지원 안한다 함
3. 아시아쪽도 한국 반도체 수출 안하는 중, 특히 중국 일본",당분간 한달 정도 외인들 묻지마 매도 투기 할거임 1 외인 소진율 아직52퍼라 대량 팔아서미장코인 넘어감 2 트럼프가 현재까지 한국 반도체 지원 안한다 함 3 아시아쪽도 한국 반도체 수출 안하는 중 특히 중국 일본,"당분간 한달 정도 외인들 묻지마 매도 투기 할거임 1. 외인 소진율 아직52퍼라 대량 팔아서.미장,코인 넘어감 2. 트럼프가 현재까지 한국 반도체 지원 안한다 함 3. 아시아쪽도 한국 반도체 수출 안하는 중, 특히 중국 일본",2024-11-12T09:16:42+09:00,0.3483,0.2657,0.386,2
삼성아~~~힘좀내자.,삼성아힘좀내자,삼성아힘좀내자.,2025-02-04T12:28:43+09:00,0.0483,0.899,0.0527,1
지금이다,지금이다,지금이다,2024-08-06T11:24:15+09:00,0.0399,0.9253,0.0348,1
"야 와이라노 ㅋㅋㅋ
ㅋㅋㅋㅋ",야 와이라노,야 와이라노 ㅋㅋㅋ ㅋㅋㅋㅋ,2024-12-26T16:56:46+09:00,0.0417,0.9365,0.0218,1
8만 전자 갈수있음 ㅇㅇ 근데 그때 엔비는 500불갈듯,8만 전자 갈수있음 근데 그때 엔비는 500불갈듯,8만 전자 갈수있음 ㅇㅇ 근데 그때 엔비는 500불갈듯,2024-11-13T09:25:32+09:00,0.0739,0.7354,0.1907,1
매도버튼 얼음!,매도버튼 얼음,매도버튼 얼음!,2025-01-30T02:51:22+09:00,0.3021,0.263,0.4349,2
9만전자의 꿈,9만전자의 꿈,9만전자의 꿈,2024-12-13T14:03:19+09:00,0.0333,0.9333,0.0334,1
전망이 이렇게 안좋은데 지금이라도,전망이 이렇게 안좋은데 지금이라도,전망이 이렇게 안좋은데 지금이라도,2024-10-21T09:12:34+09:00,0.2618,0.6316,0.1066,1
드드드드드드드드드,드드드드드드드드드,드드드드드드드드드,2025-01-09T11:10:41+09:00,0.0713,0.8871,0.0416,1
.,,.,2024-09-25T12:47:10+09:00,0.0336,0.9538,0.0125,1
7만갈듯,7만갈듯,7만갈듯,2024-07-22T09:13:24+09:00,0.0449,0.7526,0.2025,1
잘한게있다면 물타기를 하지않았던게 그나마 잘한거였네요.. 그래도 지금 평단 6만1000원인데. 시그가 넉넉하게 준비되어있긴한데 물탈자리를 못찾겠네요. 고수분들 언제쯤 물탈기회를줄까요?힌트좀,잘한게있다면 물타기를 하지않았던게 그나마 잘한거였네요 그래도 지금 평단 6만1000원인데 시그가 넉넉하게 준비되어있긴한데 물탈자리를 못찾겠네요 고수분들 언제쯤 물탈기회를줄까요힌트좀,잘한게있다면 물타기를 하지않았던게 그나마 잘한거였네요.. 그래도 지금 평단 6만1000원인데. 시그가 넉넉하게 준비되어있긴한데 물탈자리를 못찾겠네요. 고수분들 언제쯤 물탈기회를줄까요?힌트좀,2024-11-08T08:44:59+09:00,0.1477,0.688,0.1643,1
지겹다 지겨워,지겹다 지겨워,지겹다 지겨워,2025-01-09T13:27:18+09:00,0.0469,0.9197,0.0334,1
이건희회장님 다시와요,이건희회장님 다시와요,이건희회장님 다시와요,2024-11-13T14:41:06+09:00,0.0592,0.8522,0.0886,1
자 얘들아 빼빼로 줍기나하자 ㅋㅋ,자 얘들아 빼빼로 줍기나하자,자 얘들아 빼빼로 줍기나하자 ㅋㅋ,2024-11-11T12:16:06+09:00,0.1055,0.8293,0.0652,1
믿는다..,믿는다,믿는다..,2024-02-05T21:02:29+09:00,0.0248,0.9438,0.0313,1
"애증의 삼성..
벗어나고 싶어도 벗어날 수가 없다..",애증의 삼성 벗어나고 싶어도 벗어날 수가 없다,애증의 삼성.. 벗어나고 싶어도 벗어날 수가 없다..,2025-02-25T05:37:29+09:00,0.0958,0.8523,0.0519,1
내일 나락 가는거 아니가,내일 나락 가는거 아니가,내일 나락 가는거 아니가,2025-02-19T12:27:01+09:00,0.3196,0.3725,0.3078,1
이젠 올라가겠지,이젠 올라가겠지,이젠 올라가겠지,2024-10-28T09:13:24+09:00,0.13,0.3535,0.5165,2
기관 지대로 먹고나가네 ㅋㅋ,기관 지대로 먹고나가네,기관 지대로 먹고나가네 ㅋㅋ,2024-09-27T11:59:27+09:00,0.1546,0.7206,0.1248,1
떨어질까요,떨어질까요,떨어질까요,2024-08-11T18:32:24+09:00,0.2223,0.6278,0.1499,1
더내려가라 기회를 엿보다 산다,더내려가라 기회를 엿보다 산다,더내려가라 기회를 엿보다 산다,2023-06-12T14:07:49+09:00,0.2125,0.4128,0.3747,1
으샤! 으샤! 으샤!,으샤 으샤 으샤,으샤! 으샤! 으샤!,2024-11-19T10:10:15+09:00,0.0346,0.9302,0.0352,1
5 .7 전자,5 7 전자,5 .7 전자,2024-10-22T09:09:01+09:00,0.0224,0.9627,0.015,1
오늘도 믿습니다.,오늘도 믿습니다,오늘도 믿습니다.,2025-02-11T07:01:17+09:00,0.0434,0.8576,0.099,1
"@[랜드브릿지](NYS0240627002) 
큰변동성 없이 꾸준히 우상향
많은관심 부탁드려용",랜드브릿지NYS0240627002 큰변동성 없이 꾸준히 우상향 많은관심 부탁드려용,랜드브릿지NYS0240627002 큰변동성 없이 꾸준히 우상향 많은관심 부탁드려용,2025-01-23T11:00:34+09:00,0.1101,0.5511,0.3388,1
사만전자 월가절감 및 관료화……..,사만전자 월가절감 및 관료화,사만전자 월가절감 및 관료화..,2024-10-21T09:19:50+09:00,0.148,0.7515,0.1005,1
안녕이요,안녕이요,안녕이요,2024-05-29T12:57:53+09:00,0.0414,0.9307,0.0279,1
ㅠㅠㅠㅠㅠ멋져,멋져,ㅠㅠㅠㅠㅠ멋져,2025-02-19T14:16:05+09:00,0.0398,0.9442,0.016,1
직장동료가 미장은 모르겠고 국장은 빼라고했는데 반대로 미장 익절하고 국장 놔뒀는데 든든스~,직장동료가 미장은 모르겠고 국장은 빼라고했는데 반대로 미장 익절하고 국장 놔뒀는데 든든스,직장동료가 미장은 모르겠고 국장은 빼라고했는데 반대로 미장 익절하고 국장 놔뒀는데 든든스,2025-01-09T05:29:12+09:00,0.1713,0.7314,0.0973,1
59000원에 구매걸어야징ㅋㅋ,59000원에 구매걸어야징,59000원에 구매걸어야징ㅋㅋ,2024-10-18T09:46:07+09:00,0.0736,0.8138,0.1126,1
"저는 꿀이 흐르는 미장으로 가겠습니다..! 
껄무새 더 늦기전에 얼른 손절하고 넘어가는게 빠를듯이라 판단!",저는 꿀이 흐르는 미장으로 가겠습니다 껄무새 더 늦기전에 얼른 손절하고 넘어가는게 빠를듯이라 판단,저는 꿀이 흐르는 미장으로 가겠습니다..! 껄무새 더 늦기전에 얼른 손절하고 넘어가는게 빠를듯이라 판단!,2024-12-11T14:52:13+09:00,0.1824,0.4449,0.3727,1
밀리네그려 ㅋ,밀리네그려,밀리네그려 ㅋ,2024-09-12T11:02:02+09:00,0.0563,0.89,0.0538,1
61000원에..들어왔어요. 물려도상관없어요. 평생 물타죠뭐,61000원에들어왔어요 물려도상관없어요 평생 물타죠뭐,61000원에..들어왔어요. 물려도상관없어요. 평생 물타죠뭐,2024-10-04T14:17:08+09:00,0.1061,0.8446,0.0493,1
팔 굽혀펴기 겁나 하네 ㅋㅋㅋㅋ,팔 굽혀펴기 겁나 하네,팔 굽혀펴기 겁나 하네 ㅋㅋㅋㅋ,2024-09-30T09:32:31+09:00,0.1042,0.8628,0.033,1
후,후,후,2024-07-11T11:52:37+09:00,0.0389,0.9481,0.013,1
낼도 휴장이네....아오 다음주까지 참자~,낼도 휴장이네아오 다음주까지 참자,낼도 휴장이네....아오 다음주까지 참자,2024-10-02T09:45:31+09:00,0.0841,0.8391,0.0768,1
그냥 팔았습니다,그냥 팔았습니다,그냥 팔았습니다,2024-03-29T09:14:54+09:00,0.1843,0.7516,0.0641,1
반대로 가지,반대로 가지,반대로 가지,2025-01-07T09:22:13+09:00,0.076,0.8436,0.0804,1
진짜 속상하네요 ㅋㅋㅋㅋ,진짜 속상하네요,진짜 속상하네요 ㅋㅋㅋㅋ,2024-12-31T12:17:15+09:00,0.049,0.9247,0.0262,1
우리나라 개미들 돈 많다많아,우리나라 개미들 돈 많다많아,우리나라 개미들 돈 많다많아,2024-10-07T10:21:20+09:00,0.0988,0.8451,0.056,1
9조를 받아도 떨구네,9조를 받아도 떨구네,9조를 받아도 떨구네,2024-04-16T09:18:31+09:00,0.079,0.8931,0.0279,1
할인판매 끝 이제 언제 익절할지 고민하세요들,할인판매 끝 이제 언제 익절할지 고민하세요들,할인판매 끝 이제 언제 익절할지 고민하세요들,2025-03-20T16:41:50+09:00,0.2407,0.5411,0.2182,1
이제 슬슬 쪽팔린다ㅋㅋㅋㅋㅋ,이제 슬슬 쪽팔린다,이제 슬슬 쪽팔린다ㅋㅋㅋㅋㅋ,2024-05-16T10:17:40+09:00,0.0648,0.8882,0.0469,1
ㅠ,,ㅠ,2024-03-18T12:50:09+09:00,0.0398,0.9442,0.016,1
삼전 이번에 50만원 갑니다~ 벨트 꽉 매세요,삼전 이번에 50만원 갑니다 벨트 꽉 매세요,삼전 이번에 50만원 갑니다 벨트 꽉 매세요,2024-03-21T14:42:39+09:00,0.1208,0.4924,0.3868,1
기권,기권,기권,2024-09-23T13:20:45+09:00,0.0488,0.8733,0.0779,1
"신고하면 신고 했다고 글 남겨주세요 
ㅋ",신고하면 신고 했다고 글 남겨주세요,신고하면 신고 했다고 글 남겨주세요 ㅋ,2025-01-06T09:12:10+09:00,0.0871,0.8536,0.0593,1
삼성가망없음,삼성가망없음,삼성가망없음,2024-10-07T10:38:54+09:00,0.1456,0.7814,0.0729,1
오 아침부터 슈팅,오 아침부터 슈팅,오 아침부터 슈팅,2024-04-02T09:03:20+09:00,0.0334,0.834,0.1327,1
흠,흠,흠,2024-09-03T14:29:10+09:00,0.026,0.959,0.015,1
이러다 또 훅떨어겠지...ㅜㅜㅜ,이러다 또 훅떨어겠지,이러다 또 훅떨어겠지...ㅜㅜㅜ,2025-01-08T15:15:17+09:00,0.1288,0.766,0.1052,1
56 가자..,56 가자,56 가자..,2025-02-12T11:05:38+09:00,0.0208,0.1181,0.8612,2
